86043 silly lifecycle beeper@1.1.0~preinstall: no script for preinstall, continuing
88494 verbose linkMans ee-first@1.1.1
88495 silly build emitter-steward@1.0.0
88496 info linkStuff emitter-steward@1.0.0
88497 silly linkStuff emitter-steward@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88498 verbose linkBins emitter-steward@1.0.0
88499 verbose linkMans emitter-steward@1.0.0
88500 silly build encodeurl@1.0.1
88501 info linkStuff encodeurl@1.0.1
88502 silly linkStuff encodeurl@1.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88503 verbose linkBins encodeurl@1.0.1
88504 verbose linkMans encodeurl@1.0.1
88505 silly build isarray@0.0.1
88506 info linkStuff isarray@0.0.1
88507 silly linkStuff isarray@0.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\engine.io-parser\node_modules as its parent node_modules
88508 verbose linkBins isarray@0.0.1
88509 verbose linkMans isarray@0.0.1
88510 silly build has-binary@0.1.6
88511 info linkStuff has-binary@0.1.6
88512 silly linkStuff has-binary@0.1.6 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\engine.io-parser\node_modules as its parent node_modules
88513 verbose linkBins has-binary@0.1.6
88514 verbose linkMans has-binary@0.1.6
88515 silly build mime-db@1.12.0
88516 info linkStuff mime-db@1.12.0
88517 silly linkStuff mime-db@1.12.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\engine.io\node_modules as its parent node_modules
88518 verbose linkBins mime-db@1.12.0
88519 verbose linkMans mime-db@1.12.0
88520 silly build mime-types@2.0.14
88521 info linkStuff mime-types@2.0.14
88522 silly linkStuff mime-types@2.0.14 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\engine.io\node_modules as its parent node_modules
88523 verbose linkBins mime-types@2.0.14
88524 verbose linkMans mime-types@2.0.14
88525 silly build negotiator@0.4.9
88526 info linkStuff negotiator@0.4.9
88527 silly linkStuff negotiator@0.4.9 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\engine.io\node_modules as its parent node_modules
88528 verbose linkBins negotiator@0.4.9
88529 verbose linkMans negotiator@0.4.9
88530 silly build accepts@1.1.4
88531 info linkStuff accepts@1.1.4
88532 silly linkStuff accepts@1.1.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\engine.io\node_modules as its parent node_modules
88533 verbose linkBins accepts@1.1.4
88534 verbose linkMans accepts@1.1.4
88535 silly build ent@2.2.0
88536 info linkStuff ent@2.2.0
88537 silly linkStuff ent@2.2.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88538 verbose linkBins ent@2.2.0
88539 verbose linkMans ent@2.2.0
88540 silly build es6-symbol@3.1.0
88541 info linkStuff es6-symbol@3.1.0
88542 silly linkStuff es6-symbol@3.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88543 verbose linkBins es6-symbol@3.1.0
88544 verbose linkMans es6-symbol@3.1.0
88545 silly build es6-iterator@2.0.0
88546 info linkStuff es6-iterator@2.0.0
88547 silly linkStuff es6-iterator@2.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88548 verbose linkBins es6-iterator@2.0.0
88549 verbose linkMans es6-iterator@2.0.0
88550 silly build es5-ext@0.10.11
88551 info linkStuff es5-ext@0.10.11
88552 silly linkStuff es5-ext@0.10.11 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88553 verbose linkBins es5-ext@0.10.11
88554 verbose linkMans es5-ext@0.10.11
88555 silly build d@0.1.1
88556 info linkStuff d@0.1.1
88557 silly linkStuff d@0.1.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88558 verbose linkBins d@0.1.1
88559 verbose linkMans d@0.1.1
88560 silly build es6-symbol@3.0.2
88561 info linkStuff es6-symbol@3.0.2
88562 silly linkStuff es6-symbol@3.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\es5-ext\node_modules as its parent node_modules
88563 verbose linkBins es6-symbol@3.0.2
88564 verbose linkMans es6-symbol@3.0.2
88565 silly build es6-weak-map@2.0.1
88566 info linkStuff es6-weak-map@2.0.1
88567 silly linkStuff es6-weak-map@2.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88568 verbose linkBins es6-weak-map@2.0.1
88569 verbose linkMans es6-weak-map@2.0.1
88570 silly build escape-html@1.0.3
88571 info linkStuff escape-html@1.0.3
88572 silly linkStuff escape-html@1.0.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88573 verbose linkBins escape-html@1.0.3
88574 verbose linkMans escape-html@1.0.3
88575 silly build escape-string-regexp@1.0.5
88576 info linkStuff escape-string-regexp@1.0.5
88577 silly linkStuff escape-string-regexp@1.0.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88578 verbose linkBins escape-string-regexp@1.0.5
88579 verbose linkMans escape-string-regexp@1.0.5
88580 silly build esprima@2.7.2
88581 info linkStuff esprima@2.7.2
88582 silly linkStuff esprima@2.7.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\escodegen\node_modules as its parent node_modules
88583 verbose linkBins esprima@2.7.2
88584 verbose link bins [ { esparse: './bin/esparse.js',
88584 verbose link bins     esvalidate: './bin/esvalidate.js' },
88584 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\escodegen\\node_modules\\.bin',
88584 verbose link bins   false ]
88585 verbose linkMans esprima@2.7.2
88586 silly build estraverse@1.9.3
88587 info linkStuff estraverse@1.9.3
88588 silly linkStuff estraverse@1.9.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\escodegen\node_modules as its parent node_modules
88589 verbose linkBins estraverse@1.9.3
88590 verbose linkMans estraverse@1.9.3
88591 silly build fast-levenshtein@1.1.3
88592 info linkStuff fast-levenshtein@1.1.3
88593 silly linkStuff fast-levenshtein@1.1.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\escodegen\node_modules as its parent node_modules
88594 verbose linkBins fast-levenshtein@1.1.3
88595 verbose linkMans fast-levenshtein@1.1.3
88596 silly build source-map@0.2.0
88597 info linkStuff source-map@0.2.0
88598 silly linkStuff source-map@0.2.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\escodegen\node_modules as its parent node_modules
88599 verbose linkBins source-map@0.2.0
88600 verbose linkMans source-map@0.2.0
88601 silly build wordwrap@1.0.0
88602 info linkStuff wordwrap@1.0.0
88603 silly linkStuff wordwrap@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\escodegen\node_modules as its parent node_modules
88604 verbose linkBins wordwrap@1.0.0
88605 verbose linkMans wordwrap@1.0.0
88606 silly build eslint-plugin-angular@0.12.0
88607 info linkStuff eslint-plugin-angular@0.12.0
88608 silly linkStuff eslint-plugin-angular@0.12.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88609 verbose linkBins eslint-plugin-angular@0.12.0
88610 verbose linkMans eslint-plugin-angular@0.12.0
88611 silly build espree@2.2.5
88612 info linkStuff espree@2.2.5
88613 silly linkStuff espree@2.2.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\eslint\node_modules as its parent node_modules
88614 verbose linkBins espree@2.2.5
88615 verbose link bins [ { esparse: './bin/esparse.js',
88615 verbose link bins     esvalidate: './bin/esvalidate.js' },
88615 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\eslint\\node_modules\\.bin',
88615 verbose link bins   false ]
88616 verbose linkMans espree@2.2.5
88617 silly build esprima@2.7.2
88618 info linkStuff esprima@2.7.2
88619 silly linkStuff esprima@2.7.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\eslint\node_modules\js-yaml\node_modules as its parent node_modules
88620 verbose linkBins esprima@2.7.2
88621 verbose link bins [ { esparse: './bin/esparse.js',
88621 verbose link bins     esvalidate: './bin/esvalidate.js' },
88621 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\eslint\\node_modules\\js-yaml\\node_modules\\.bin',
88621 verbose link bins   false ]
88622 verbose linkMans esprima@2.7.2
88623 silly build minimist@0.0.8
88624 info linkStuff minimist@0.0.8
88625 silly linkStuff minimist@0.0.8 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\eslint\node_modules as its parent node_modules
88626 verbose linkBins minimist@0.0.8
88627 verbose linkMans minimist@0.0.8
88628 silly build mkdirp@0.5.1
88629 info linkStuff mkdirp@0.5.1
88630 silly linkStuff mkdirp@0.5.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\eslint\node_modules as its parent node_modules
88631 verbose linkBins mkdirp@0.5.1
88632 verbose link bins [ { mkdirp: 'bin/cmd.js' },
88632 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\eslint\\node_modules\\.bin',
88632 verbose link bins   false ]
88633 verbose linkMans mkdirp@0.5.1
88634 silly build object-assign@4.1.0
88635 info linkStuff object-assign@4.1.0
88636 silly linkStuff object-assign@4.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\eslint\node_modules as its parent node_modules
88637 verbose linkBins object-assign@4.1.0
88638 verbose linkMans object-assign@4.1.0
88639 silly build esprima@1.2.5
88640 info linkStuff esprima@1.2.5
88641 silly linkStuff esprima@1.2.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88642 verbose linkBins esprima@1.2.5
88643 verbose link bins [ { esparse: './bin/esparse.js',
88643 verbose link bins     esvalidate: './bin/esvalidate.js' },
88643 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
88643 verbose link bins   false ]
88644 verbose linkMans esprima@1.2.5
88645 silly build object-assign@4.1.0
88646 info linkStuff object-assign@4.1.0
88647 silly linkStuff object-assign@4.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\esrecurse\node_modules as its parent node_modules
88648 verbose linkBins object-assign@4.1.0
88649 verbose linkMans object-assign@4.1.0
88650 silly build estraverse@4.1.1
88651 info linkStuff estraverse@4.1.1
88652 silly linkStuff estraverse@4.1.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88653 verbose linkBins estraverse@4.1.1
88654 verbose linkMans estraverse@4.1.1
88655 silly build esrecurse@4.1.0
88656 info linkStuff esrecurse@4.1.0
88657 silly linkStuff esrecurse@4.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88658 verbose linkBins esrecurse@4.1.0
88659 verbose linkMans esrecurse@4.1.0
88660 silly build estraverse-fb@1.3.1
88661 info linkStuff estraverse-fb@1.3.1
88662 silly linkStuff estraverse-fb@1.3.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88663 verbose linkBins estraverse-fb@1.3.1
88664 verbose linkMans estraverse-fb@1.3.1
88665 silly build esutils@2.0.2
88666 info linkStuff esutils@2.0.2
88667 silly linkStuff esutils@2.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88668 verbose linkBins esutils@2.0.2
88669 verbose linkMans esutils@2.0.2
88670 silly build etag@1.7.0
88671 info linkStuff etag@1.7.0
88672 silly linkStuff etag@1.7.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88673 verbose linkBins etag@1.7.0
88674 verbose linkMans etag@1.7.0
88675 silly build event-emitter@0.3.4
88676 info linkStuff event-emitter@0.3.4
88677 silly linkStuff event-emitter@0.3.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88678 verbose linkBins event-emitter@0.3.4
88679 verbose linkMans event-emitter@0.3.4
88680 silly build es6-set@0.1.4
88681 info linkStuff es6-set@0.1.4
88682 silly linkStuff es6-set@0.1.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88683 verbose linkBins es6-set@0.1.4
88684 verbose linkMans es6-set@0.1.4
88685 silly build es6-map@0.1.4
88686 info linkStuff es6-map@0.1.4
88687 silly linkStuff es6-map@0.1.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88688 verbose linkBins es6-map@0.1.4
88689 verbose linkMans es6-map@0.1.4
88690 silly build escope@3.6.0
88691 info linkStuff escope@3.6.0
88692 silly linkStuff escope@3.6.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88693 verbose linkBins escope@3.6.0
88694 verbose linkMans escope@3.6.0
88695 silly build eventemitter3@1.2.0
88696 info linkStuff eventemitter3@1.2.0
88697 silly linkStuff eventemitter3@1.2.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88698 verbose linkBins eventemitter3@1.2.0
88699 verbose linkMans eventemitter3@1.2.0
88700 silly build exit@0.1.2
88701 info linkStuff exit@0.1.2
88702 silly linkStuff exit@0.1.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88703 verbose linkBins exit@0.1.2
88704 verbose linkMans exit@0.1.2
88705 silly build exit-hook@1.1.1
88706 info linkStuff exit-hook@1.1.1
88707 silly linkStuff exit-hook@1.1.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88708 verbose linkBins exit-hook@1.1.1
88709 verbose linkMans exit-hook@1.1.1
88710 silly build is-number@0.1.1
88711 info linkStuff is-number@0.1.1
88712 silly linkStuff is-number@0.1.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\expand-braces\node_modules as its parent node_modules
88713 verbose linkBins is-number@0.1.1
88714 verbose linkMans is-number@0.1.1
88715 silly build repeat-string@0.2.2
88716 info linkStuff repeat-string@0.2.2
88717 silly linkStuff repeat-string@0.2.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\expand-braces\node_modules as its parent node_modules
88718 verbose linkBins repeat-string@0.2.2
88719 verbose linkMans repeat-string@0.2.2
88720 silly build expand-range@0.1.1
88721 info linkStuff expand-range@0.1.1
88722 silly linkStuff expand-range@0.1.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\expand-braces\node_modules as its parent node_modules
88723 verbose linkBins expand-range@0.1.1
88724 verbose linkMans expand-range@0.1.1
88725 silly build braces@0.1.5
88726 info linkStuff braces@0.1.5
88727 silly linkStuff braces@0.1.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\expand-braces\node_modules as its parent node_modules
88728 verbose linkBins braces@0.1.5
88729 verbose linkMans braces@0.1.5
88730 silly build expand-braces@0.1.2
88731 info linkStuff expand-braces@0.1.2
88732 silly linkStuff expand-braces@0.1.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88733 verbose linkBins expand-braces@0.1.2
88734 verbose linkMans expand-braces@0.1.2
88735 silly build extend@3.0.0
88736 info linkStuff extend@3.0.0
88737 silly linkStuff extend@3.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88738 verbose linkBins extend@3.0.0
88739 verbose linkMans extend@3.0.0
88740 silly build agent-base@2.0.1
88741 info linkStuff agent-base@2.0.1
88742 silly linkStuff agent-base@2.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88743 verbose linkBins agent-base@2.0.1
88744 verbose linkMans agent-base@2.0.1
88745 silly build debug@0.7.4
88746 info linkStuff debug@0.7.4
88747 silly linkStuff debug@0.7.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\extract-zip\node_modules as its parent node_modules
88748 verbose linkBins debug@0.7.4
88749 verbose linkMans debug@0.7.4
88750 silly build minimist@0.0.8
88751 info linkStuff minimist@0.0.8
88752 silly linkStuff minimist@0.0.8 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\extract-zip\node_modules as its parent node_modules
88753 verbose linkBins minimist@0.0.8
88754 verbose linkMans minimist@0.0.8
88755 silly build mkdirp@0.5.0
88756 info linkStuff mkdirp@0.5.0
88757 silly linkStuff mkdirp@0.5.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\extract-zip\node_modules as its parent node_modules
88758 verbose linkBins mkdirp@0.5.0
88759 verbose link bins [ { mkdirp: 'bin/cmd.js' },
88759 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\extract-zip\\node_modules\\.bin',
88759 verbose link bins   false ]
88760 verbose linkMans mkdirp@0.5.0
88761 silly build extsprintf@1.0.2
88762 info linkStuff extsprintf@1.0.2
88763 silly linkStuff extsprintf@1.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88764 verbose linkBins extsprintf@1.0.2
88765 verbose linkMans extsprintf@1.0.2
88766 silly build fast-levenshtein@1.0.7
88767 info linkStuff fast-levenshtein@1.0.7
88768 silly linkStuff fast-levenshtein@1.0.7 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
88769 verbose linkBins fast-levenshtein@1.0.7
88770 verbose linkMans fast-levenshtein@1.0.7
88771 silly build object-assign@4.1.0
88772 info linkStuff object-assign@4.1.0
88773 silly linkStuff object-assign@4.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\figures\node_modules as its parent node_modules
88774 verbose linkBins object-assign@4.1.0
88775 verbose linkMans object-assign@4.1.0
88776 silly build figures@1.7.0
88777 info linkStuff figures@1.7.0
88778 silly linkStuff figures@1.7.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
